YEAR,QUARTER,MONTH,FL_DATE,OP_UNIQUE_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,CRS_DEP_TIME,DEP_TIME,DEP_DELAY_NEW,CANCELLED,CANCELLATION_CODE,AIR_TIME,DISTANCE,WEATHER_DELAY
2021,2,4,4/1/2021 12:00:00 AM,OO,N833SK,3902,MSP,OMA,1309,1308,0.00,0.00,,44.00,282.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N833SK,3902,OMA,MSP,1526,1524,0.00,0.00,,53.00,282.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N868AS,5050,BFF,DEN,0600,0550,0.00,0.00,,29.00,150.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N876AS,5058,DEN,BFF,1541,1539,0.00,0.00,,29.00,150.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N876AS,5152,BFF,DEN,1710,1656,0.00,0.00,,38.00,150.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N877AS,5394,ORD,LNK,1440,1435,0.00,0.00,,75.00,466.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N919SW,5046,DEN,EAR,2015,2004,0.00,0.00,,47.00,305.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N932EV,5023,EAR,ORD,0758,0750,0.00,0.00,,85.00,583.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N967SW,4784,DEN,OMA,0950,0948,0.00,0.00,,67.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N967SW,5784,OMA,DEN,1347,1340,0.00,0.00,,76.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N969SW,5390,LNK,ORD,1441,1431,0.00,0.00,,77.00,466.00,
2021,2,4,4/1/2021 12:00:00 AM,OO,N969SW,5627,DEN,LNK,0950,0942,0.00,0.00,,61.00,423.00,
2021,2,4,4/1/2021 12:00:00 AM,UA,N37290,2655,OMA,DEN,1730,1800,30.00,0.00,,73.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,UA,N37290,756,DEN,OMA,1352,1451,59.00,0.00,,61.00,472.00,0.00
2021,2,4,4/1/2021 12:00:00 AM,UA,N465UA,773,DEN,OMA,1810,1754,0.00,0.00,,64.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,UA,N891UA,1013,OMA,DEN,0925,0922,0.00,0.00,,73.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N252WN,1672,OMA,PHX,0610,0615,5.00,0.00,,152.00,1037.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N257WN,2076,MDW,OMA,2110,2116,6.00,0.00,,66.00,423.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N279WN,1247,DEN,OMA,1625,1639,14.00,0.00,,60.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N279WN,1247,OMA,PHX,1920,1928,8.00,0.00,,150.00,1037.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N412WN,861,DAL,OMA,1435,1436,1.00,0.00,,91.00,586.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N412WN,861,OMA,ATL,1655,1704,9.00,0.00,,99.00,821.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N422WN,357,ATL,OMA,0930,0937,7.00,0.00,,124.00,821.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N422WN,357,OMA,DEN,1145,1151,6.00,0.00,,76.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N427WN,1306,DCA,OMA,1700,1658,0.00,0.00,,140.00,1012.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N427WN,1306,OMA,DEN,1930,1925,0.00,0.00,,73.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N440LV,1745,LAS,OMA,1915,1911,0.00,0.00,,131.00,1099.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N462WN,1465,OMA,DEN,0605,0602,0.00,0.00,,73.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N465WN,1367,MDW,OMA,0850,0846,0.00,0.00,,67.00,423.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N465WN,1367,OMA,PHX,1055,1101,6.00,0.00,,150.00,1037.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N473WN,1463,OMA,ATL,0725,0723,0.00,0.00,,100.00,821.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N494WN,1470,OMA,LAS,0720,0718,0.00,0.00,,150.00,1099.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N733SA,20,OMA,HOU,0735,0733,0.00,0.00,,108.00,804.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N7828A,37,DEN,OMA,1935,1936,1.00,0.00,,62.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N7878A,1983,HOU,OMA,1835,1845,10.00,0.00,,119.00,804.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N8580Z,1918,DEN,OMA,1210,1222,12.00,0.00,,62.00,472.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N8580Z,1918,OMA,MDW,1530,1527,0.00,0.00,,61.00,423.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N8638A,1118,LAS,OMA,1150,1157,7.00,0.00,,137.00,1099.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N8638A,1118,OMA,STL,1725,1726,1.00,0.00,,50.00,342.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N8640D,2118,PHX,OMA,2005,2004,0.00,0.00,,121.00,1037.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N8672F,1473,OMA,MDW,0615,0619,4.00,0.00,,64.00,423.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N906WN,1796,OMA,LAS,1750,1747,0.00,0.00,,151.00,1099.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N906WN,265,PHX,OMA,1250,1250,0.00,0.00,,130.00,1037.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N924WN,928,OMA,DCA,1230,1234,4.00,0.00,,127.00,1012.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N924WN,928,STL,OMA,1035,1042,7.00,0.00,,58.00,342.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N937WN,1388,ATL,OMA,1855,1858,3.00,0.00,,129.00,821.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N949WN,487,OMA,DAL,1420,1416,0.00,0.00,,81.00,586.00,
2021,2,4,4/1/2021 12:00:00 AM,WN,N949WN,487,PHX,OMA,0900,0854,0.00,0.00,,125.00,1037.00,
2021,2,4,4/1/2021 12:00:00 AM,YV,N82314,6241,OMA,IAH,0620,0616,0.00,0.00,,106.00,781.00,
2021,2,4,4/1/2021 12:00:00 AM,YV,N87303,6170,OMA,IAH,1301,1258,0.00,0.00,,101.00,781.00,
2021,2,4,4/1/2021 12:00:00 AM,YV,N87303,6334,IAH,OMA,1005,1000,0.00,0.00,,116.00,781.00,
2021,2,4,4/1/2021 12:00:00 AM,YV,N88310,6109,IAH,OMA,1650,1645,0.00,0.00,,117.00,781.00,
2021,2,4,4/1/2021 12:00:00 AM,YV,N89313,6104,OMA,IAH,0835,0835,0.00,0.00,,104.00,781.00,
2021,2,4,4/1/2021 12:00:00 AM,YV,N89321,6179,IAH,OMA,2005,1958,0.00,0.00,,113.00,781.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N202JQ,5652,OMA,DTW,0625,0622,0.00,0.00,,95.00,651.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N204JQ,5849,ATL,OMA,0920,0945,25.00,0.00,,134.00,821.00,0.00
2021,2,4,4/1/2021 12:00:00 AM,YX,N204JQ,5849,OMA,ATL,1143,1212,29.00,0.00,,,821.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N205JQ,5706,DTW,OMA,1506,1501,0.00,0.00,,96.00,651.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N205JQ,5814,OMA,DTW,1706,1701,0.00,0.00,,94.00,651.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N209JQ,5643,ATL,OMA,1250,1241,0.00,0.00,,132.00,821.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N209JQ,5643,OMA,ATL,1522,1519,0.00,0.00,,100.00,821.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N233JQ,5632,ATL,OMA,2159,2153,0.00,0.00,,128.00,821.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N233JQ,5661,ATL,OMA,1418,1417,0.00,0.00,,134.00,821.00,0.00
2021,2,4,4/1/2021 12:00:00 AM,YX,N233JQ,5661,OMA,ATL,1639,1643,4.00,0.00,,97.00,821.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N236JQ,5832,DTW,OMA,1925,2008,43.00,0.00,,94.00,651.00,0.00
2021,2,4,4/1/2021 12:00:00 AM,YX,N244JQ,5792,OMA,ATL,0700,0657,0.00,0.00,,103.00,821.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N422YX,4729,MIA,OMA,1845,1843,0.00,0.00,,226.00,1393.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N429YX,4842,OMA,MIA,0635,0633,0.00,0.00,,167.00,1393.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N741YX,3514,OMA,ORD,0800,0755,0.00,0.00,,63.00,416.00,
2021,2,4,4/1/2021 12:00:00 AM,YX,N744YX,3637,ORD,OMA,1950,1948,0.00,0.00,,62.00,416.00,
2021,2,4,4/2/2021 12:00:00 AM,AA,N103US,1050,CLT,OMA,1313,1310,0.00,0.00,,133.00,913.00,
2021,2,4,4/2/2021 12:00:00 AM,AA,N103US,1050,OMA,CLT,1558,1555,0.00,0.00,,120.00,913.00,
2021,2,4,4/2/2021 12:00:00 AM,AA,N661AW,585,PHX,OMA,1903,1855,0.00,0.00,,139.00,1037.00,
2021,2,4,4/2/2021 12:00:00 AM,AA,N714US,2273,OMA,PHX,0620,0612,0.00,0.00,,153.00,1037.00,
2021,2,4,4/2/2021 12:00:00 AM,AA,N722US,2634,OMA,PHX,1555,1547,0.00,0.00,,143.00,1037.00,
2021,2,4,4/2/2021 12:00:00 AM,AA,N722US,2634,PHX,OMA,0943,0941,0.00,0.00,,124.00,1037.00,
2021,2,4,4/2/2021 12:00:00 AM,AA,N756US,2562,CLT,OMA,2025,2041,16.00,0.00,,142.00,913.00,0.00
2021,2,4,4/2/2021 12:00:00 AM,AS,N593AS,676,SEA,OMA,0840,0836,0.00,0.00,,156.00,1368.00,
2021,2,4,4/2/2021 12:00:00 AM,AS,N593AS,677,OMA,SEA,1445,1438,0.00,0.00,,203.00,1368.00,
2021,2,4,4/2/2021 12:00:00 AM,DL,N947AT,1464,OMA,ATL,0545,0850,185.00,0.00,,97.00,821.00,0.00
2021,2,4,4/2/2021 12:00:00 AM,DL,N947AT,1755,ATL,OMA,1955,1952,0.00,0.00,,119.00,821.00,
2021,2,4,4/2/2021 12:00:00 AM,DL,N980AT,2517,ATL,OMA,1640,1637,0.00,0.00,,121.00,821.00,
2021,2,4,4/2/2021 12:00:00 AM,DL,N980AT,2517,OMA,ATL,1915,1913,0.00,0.00,,103.00,821.00,
2021,2,4,4/2/2021 12:00:00 AM,F9,N341FR,182,DEN,OMA,1426,1414,0.00,0.00,,66.00,472.00,
2021,2,4,4/2/2021 12:00:00 AM,F9,N341FR,183,OMA,DEN,1749,1742,0.00,0.00,,75.00,472.00,
2021,2,4,4/2/2021 12:00:00 AM,F9,N342FR,1146,OMA,MCO,1904,2011,67.00,0.00,,142.00,1211.00,0.00
2021,2,4,4/2/2021 12:00:00 AM,F9,N342FR,1147,MCO,OMA,1544,1536,0.00,0.00,,179.00,1211.00,
2021,2,4,4/2/2021 12:00:00 AM,G4,239NV,512,GRI,AZA,1632,1632,0.00,0.00,,118.00,905.00,
2021,2,4,4/2/2021 12:00:00 AM,G4,239NV,537,AZA,GRI,1133,1139,6.00,0.00,,114.00,905.00,
2021,2,4,4/2/2021 12:00:00 AM,G4,321NV,232,OMA,LAS,1121,1117,0.00,0.00,,144.00,1099.00,
2021,2,4,4/2/2021 12:00:00 AM,G4,321NV,83,LAS,OMA,0600,0558,0.00,0.00,,130.00,1099.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N232NN,4003,ORD,OMA,1725,1723,0.00,0.00,,67.00,416.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N251NN,3553,OMA,ORD,1906,1900,0.00,0.00,,64.00,416.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N251NN,3753,OMA,DFW,0930,0924,0.00,0.00,,86.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N251NN,3831,DFW,OMA,1640,1636,0.00,0.00,,86.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N253NN,3856,DFW,OMA,2040,2038,0.00,0.00,,89.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N271NN,4351,OMA,DFW,1351,1346,0.00,0.00,,94.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N279MQ,3874,DFW,OMA,0845,0841,0.00,0.00,,89.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N279MQ,4102,OMA,DFW,1143,1135,0.00,0.00,,85.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N279MQ,4352,DFW,OMA,1429,1426,0.00,0.00,,86.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N279MQ,4352,OMA,DFW,1730,1725,0.00,0.00,,85.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N291NN,3844,OMA,DFW,0730,0717,0.00,0.00,,94.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N605KS,3907,GRI,DFW,0715,0704,0.00,0.00,,83.00,561.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N622AE,4016,DFW,GRI,1255,1247,0.00,0.00,,81.00,561.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N622AE,4016,GRI,DFW,1530,1532,2.00,0.00,,80.00,561.00,
2021,2,4,4/2/2021 12:00:00 AM,MQ,N664MS,4124,DFW,GRI,2050,2043,0.00,0.00,,86.00,561.00,
2021,2,4,4/2/2021 12:00:00 AM,OH,N607NN,5113,OMA,CLT,0632,0624,0.00,0.00,,118.00,913.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N107SY,4767,OMA,DEN,0600,0559,0.00,0.00,,71.00,472.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N146SY,4708,DEN,OMA,1600,1555,0.00,0.00,,62.00,472.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N243SY,4125,SLC,OMA,2100,2059,0.00,0.00,,106.00,840.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N246SY,3662,SLC,OMA,1357,1433,36.00,0.00,,106.00,840.00,0.00
2021,2,4,4/2/2021 12:00:00 AM,OO,N246SY,3725,OMA,MSP,1804,1803,0.00,0.00,,55.00,282.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N247SY,3646,OMA,SLC,0825,0811,0.00,0.00,,126.00,840.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N251SY,3525,OMA,SLC,1820,1818,0.00,0.00,,130.00,840.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N251SY,3631,MSP,OMA,1550,1546,0.00,0.00,,52.00,282.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N259PS,5046,DEN,EAR,2045,2035,0.00,0.00,,54.00,305.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N259SY,3771,OMA,SLC,1410,1404,0.00,0.00,,123.00,840.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N259SY,3771,SLC,OMA,0954,0949,0.00,0.00,,111.00,840.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N305SY,3574,MSP,OMA,2135,2135,0.00,0.00,,47.00,282.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N438SW,5175,LBF,DEN,0650,0645,0.00,0.00,,41.00,228.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N465SW,5072,ORD,EAR,0945,0935,0.00,0.00,,84.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N465SW,5091,EAR,DEN,1221,1217,0.00,0.00,,49.00,305.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N593ML,5050,BFF,DEN,0600,0557,0.00,0.00,,34.00,150.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N604CZ,3526,OMA,MSP,0750,0747,0.00,0.00,,52.00,282.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N693CA,3902,MSP,OMA,1309,1309,0.00,0.00,,46.00,282.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N693CA,3902,OMA,MSP,1526,1523,0.00,0.00,,52.00,282.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N762SK,2983,OMA,ORD,1028,1018,0.00,0.00,,67.00,416.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N762SK,2983,ORD,OMA,0805,0756,0.00,0.00,,65.00,416.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N829SK,3577,MSP,OMA,1040,1037,0.00,0.00,,46.00,282.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N829SK,3886,OMA,MSP,1250,1244,0.00,0.00,,49.00,282.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N877AS,5911,LNK,DEN,0954,0943,0.00,0.00,,69.00,423.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N903SW,5390,LNK,ORD,1441,1431,0.00,0.00,,75.00,466.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N903SW,5627,DEN,LNK,0953,0951,0.00,0.00,,59.00,423.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N910SW,5061,DEN,LBF,2045,2035,0.00,0.00,,36.00,228.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N919SW,5023,EAR,ORD,0758,0752,0.00,0.00,,89.00,583.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N924SW,5394,ORD,LNK,1505,1503,0.00,0.00,,69.00,466.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N953SW,4784,DEN,OMA,0951,0942,0.00,0.00,,66.00,472.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N953SW,5784,OMA,DEN,1347,1341,0.00,0.00,,73.00,472.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N960SW,5053,DEN,BFF,2115,2109,0.00,0.00,,24.00,150.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N978SW,5058,DEN,BFF,1541,1532,0.00,0.00,,29.00,150.00,
2021,2,4,4/2/2021 12:00:00 AM,OO,N978SW,5152,BFF,DEN,1710,1700,0.00,0.00,,39.00,150.00,0.00
2021,2,4,4/2/2021 12:00:00 AM,OO,N979SW,5141,LBF,DEN,1817,1839,22.00,0.00,,41.00,228.00,0.00
2021,2,4,4/2/2021 12:00:00 AM,OO,N979SW,5155,DEN,LBF,1540,1610,30.00,0.00,,41.00,228.00,0.00
2021,2,4,4/2/2021 12:00:00 AM,UA,N37290,2655,OMA,DEN,1730,1724,0.00,0.00,,71.00,472.00,
