year,quarter,month,flight_date,reporting_airline,tail_number,flight_number,origin,dest,crs_dep_time,dep_time,dep_delay_minutes,cancelled,cancellation_code,air_time,distance,weather_delay
2021,1,1,1/1/2021 12:00:00 AM,9E,N904XJ,5129,DTW,OMA,1420,1418,0.00,0.00,,96.00,651.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,9E,N912XJ,4696,OMA,DTW,0629,0626,0.00,0.00,,89.00,651.00,
2021,1,1,1/1/2021 12:00:00 AM,9E,N913XJ,4826,ATL,OMA,0910,0909,0.00,0.00,,114.00,821.00,
2021,1,1,1/1/2021 12:00:00 AM,9E,N913XJ,4826,OMA,ATL,1121,1116,0.00,0.00,,118.00,821.00,
2021,1,1,1/1/2021 12:00:00 AM,9E,N915XJ,4897,ATL,OMA,1355,1353,0.00,0.00,,110.00,821.00,
2021,1,1,1/1/2021 12:00:00 AM,9E,N926XJ,4746,OMA,ATL,1400,1355,0.00,0.00,,108.00,821.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,AS,N593AS,676,SEA,OMA,0830,0826,0.00,0.00,,164.00,1368.00,
2021,1,1,1/1/2021 12:00:00 AM,AS,N593AS,677,OMA,SEA,1440,1438,0.00,0.00,,189.00,1368.00,
2021,1,1,1/1/2021 12:00:00 AM,DL,N970AT,1053,ATL,OMA,1750,1817,27.00,0.00,,116.00,821.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,DL,N996AT,1464,OMA,ATL,0600,0601,1.00,0.00,,117.00,821.00,
2021,1,1,1/1/2021 12:00:00 AM,F9,N329FR,182,DEN,OMA,1649,1655,6.00,0.00,,65.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,F9,N329FR,183,OMA,DEN,2006,2010,4.00,0.00,,69.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,MQ,N202NN,4178,DFW,OMA,1640,1639,0.00,0.00,,73.00,583.00,
2021,1,1,1/1/2021 12:00:00 AM,MQ,N211NN,4136,DFW,OMA,1445,1520,35.00,0.00,,82.00,583.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,MQ,N211NN,4136,OMA,DFW,1728,1737,9.00,0.00,,106.00,583.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,MQ,N256NN,4172,DFW,OMA,1055,1054,0.00,0.00,,82.00,583.00,
2021,1,1,1/1/2021 12:00:00 AM,MQ,N256NN,4172,OMA,DFW,1338,1333,0.00,0.00,,91.00,583.00,
2021,1,1,1/1/2021 12:00:00 AM,MQ,N257NN,3725,DFW,OMA,2055,2055,0.00,0.00,,83.00,583.00,
2021,1,1,1/1/2021 12:00:00 AM,MQ,N282NN,4030,OMA,DFW,0913,0911,0.00,0.00,,95.00,583.00,
2021,1,1,1/1/2021 12:00:00 AM,MQ,N291NN,3714,OMA,DFW,0727,0724,0.00,0.00,,104.00,583.00,
2021,1,1,1/1/2021 12:00:00 AM,MQ,N622AE,3652,DFW,GRI,2050,2046,0.00,0.00,,74.00,561.00,
2021,1,1,1/1/2021 12:00:00 AM,MQ,N935AE,3742,DFW,GRI,1025,1021,0.00,0.00,,79.00,561.00,
2021,1,1,1/1/2021 12:00:00 AM,MQ,N935AE,3742,GRI,DFW,1250,1244,0.00,0.00,,88.00,561.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N564NN,5629,OMA,CLT,0626,0623,0.00,0.00,,145.00,913.00,
2021,1,1,1/1/2021 12:00:00 AM,OH,N596NN,5023,CLT,OMA,1301,1254,0.00,0.00,,132.00,913.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N116SY,4799,DEN,OMA,1125,1116,0.00,0.00,,67.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N116SY,5234,OMA,ORD,1500,,,1.00,B,,416.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N146SY,5338,OMA,DEN,0943,1006,23.00,0.00,,73.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N244SY,3526,OMA,MSP,0745,0743,0.00,0.00,,50.00,282.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N250SY,3577,MSP,OMA,1040,1037,0.00,0.00,,47.00,282.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N250SY,3887,OMA,SLC,1250,1249,0.00,0.00,,122.00,840.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N260SY,3662,SLC,OMA,1401,1358,0.00,0.00,,117.00,840.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N261SY,3646,OMA,SLC,0820,0816,0.00,0.00,,122.00,840.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N294SY,3631,MSP,OMA,1806,1759,0.00,0.00,,48.00,282.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N294SY,3784,SLC,OMA,0935,0933,0.00,0.00,,118.00,840.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N294SY,3886,OMA,MSP,1344,1336,0.00,0.00,,50.00,282.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N430SW,5058,DEN,EAR,1810,1801,0.00,0.00,,48.00,305.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,OO,N457SW,4740,DEN,OMA,1800,1756,0.00,0.00,,66.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N603UX,4739,ORD,OMA,1950,1947,0.00,0.00,,66.00,416.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,OO,N630SK,3176,PHX,OMA,2019,2013,0.00,0.00,,144.00,1037.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N679SA,5100,LBF,DEN,0815,0807,0.00,0.00,,40.00,228.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N722EV,2971,PHX,OMA,1034,1030,0.00,0.00,,139.00,1037.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N722EV,3216,OMA,PHX,1603,1555,0.00,0.00,,136.00,1037.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N746SK,3119,OMA,ORD,0545,0621,36.00,0.00,,66.00,416.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,OO,N753SK,2995,OMA,ORD,1043,1203,80.00,0.00,,70.00,416.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,OO,N753SK,2995,ORD,OMA,0825,0938,73.00,0.00,,57.00,416.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,OO,N772SK,3120,ORD,OMA,1350,1347,0.00,0.00,,64.00,416.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,OO,N778SK,3063,OMA,PHX,0630,0632,2.00,0.00,,138.00,1037.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N889AS,5048,DEN,BFF,2010,1959,0.00,0.00,,29.00,150.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N900EV,5086,BFF,DEN,0730,0722,0.00,0.00,,38.00,150.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N927SW,4693,DEN,LNK,0955,0948,0.00,0.00,,64.00,423.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N927SW,5257,LNK,ORD,1500,1658,118.00,0.00,,74.00,466.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,OO,N929EV,4808,LNK,DEN,1215,1206,0.00,0.00,,64.00,423.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N929SW,5425,ORD,LNK,1445,1443,0.00,0.00,,65.00,466.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N946SW,5067,EAR,DEN,0810,0809,0.00,0.00,,52.00,305.00,
2021,1,1,1/1/2021 12:00:00 AM,OO,N960SW,5059,DEN,LBF,1820,1815,0.00,0.00,,36.00,228.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N26226,577,OMA,DEN,1750,1740,0.00,0.00,,72.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N26226,756,DEN,OMA,1410,1419,9.00,0.00,,65.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,UA,N847UA,618,OMA,DEN,0945,0943,0.00,0.00,,71.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N236WN,3237,OMA,HOU,0605,0602,0.00,0.00,,125.00,804.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N272WN,689,DEN,OMA,1720,,,1.00,A,,472.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N289CT,3530,DEN,OMA,1515,1517,2.00,0.00,,61.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N289CT,3532,OMA,DEN,1820,,,1.00,A,,472.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N291WN,2232,OMA,DEN,0740,0739,0.00,0.00,,70.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N442WN,3441,HOU,OMA,2050,2110,20.00,0.00,,98.00,804.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N474WN,3426,MDW,OMA,2005,2108,63.00,0.00,,66.00,423.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,WN,N569WN,2304,LAS,OMA,1435,1428,0.00,0.00,,148.00,1099.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N716SW,4782,DEN,OMA,1255,1257,2.00,0.00,,64.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N716SW,4788,OMA,MDW,1720,1713,0.00,0.00,,66.00,423.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N7858A,2121,STL,OMA,1110,1119,9.00,0.00,,49.00,342.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N7858A,4180,OMA,DEN,1340,1334,0.00,0.00,,70.00,472.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N7874B,4393,OMA,LAS,0825,0820,0.00,0.00,,141.00,1099.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N8555Z,4945,PHX,OMA,2000,2016,16.00,0.00,,141.00,1037.00,0.00
2021,1,1,1/1/2021 12:00:00 AM,WN,N8559Q,2910,DAL,OMA,1115,1110,0.00,0.00,,78.00,586.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N8559Q,3273,OMA,STL,1410,1405,0.00,0.00,,56.00,342.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N8562Z,2840,MDW,OMA,1000,0957,0.00,0.00,,60.00,423.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N8562Z,2840,OMA,DAL,1220,1227,7.00,0.00,,84.00,586.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N8625A,4416,OMA,PHX,0845,0845,0.00,0.00,,135.00,1037.00,
2021,1,1,1/1/2021 12:00:00 AM,WN,N926WN,4408,OMA,MDW,1100,1113,13.00,0.00,,66.00,423.00,
2021,1,1,1/1/2021 12:00:00 AM,YV,N87364,6170,OMA,IAH,1300,1259,0.00,0.00,,120.00,781.00,
2021,1,1,1/1/2021 12:00:00 AM,YV,N87364,6334,IAH,OMA,0957,0952,0.00,0.00,,108.00,781.00,
2021,1,1,1/1/2021 12:00:00 AM,YV,N88310,6179,IAH,OMA,1950,1953,3.00,0.00,,95.00,781.00,
2021,1,1,1/1/2021 12:00:00 AM,YX,N420YX,4729,MIA,OMA,1845,1842,0.00,0.00,,191.00,1393.00,
2021,1,1,1/1/2021 12:00:00 AM,YX,N431YX,4842,OMA,MIA,0630,0634,4.00,0.00,,190.00,1393.00,
2021,1,1,1/1/2021 12:00:00 AM,YX,N633RW,3485,LNK,ORD,1120,,,1.00,B,,466.00,
2021,1,1,1/1/2021 12:00:00 AM,YX,N655RW,3604,ORD,LNK,2000,,,1.00,B,,466.00,
2021,1,1,1/1/2021 12:00:00 AM,YX,N740YX,3500,ORD,OMA,1430,,,1.00,B,,416.00,
2021,1,1,1/1/2021 12:00:00 AM,YX,N855RW,3514,OMA,ORD,0810,0805,0.00,0.00,,65.00,416.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N292PQ,4805,ATL,OMA,1750,1746,0.00,0.00,,116.00,821.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N297PQ,5020,DTW,OMA,1920,1916,0.00,0.00,,93.00,651.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N485PX,5129,DTW,OMA,1420,1408,0.00,0.00,,93.00,651.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N485PX,5129,OMA,DTW,1620,1607,0.00,0.00,,95.00,651.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N904XJ,4685,ATL,OMA,1543,1545,2.00,0.00,,110.00,821.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N904XJ,4685,OMA,ATL,1800,1755,0.00,0.00,,117.00,821.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N904XJ,4959,OMA,ATL,0800,0757,0.00,0.00,,117.00,821.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N915XJ,4696,OMA,DTW,0629,0625,0.00,0.00,,88.00,651.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N929XJ,4826,ATL,OMA,0910,0905,0.00,0.00,,118.00,821.00,
2021,1,1,1/2/2021 12:00:00 AM,9E,N929XJ,4826,OMA,ATL,1121,1200,39.00,0.00,,113.00,821.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,AS,N514AS,676,SEA,OMA,0830,0824,0.00,0.00,,167.00,1368.00,
2021,1,1,1/2/2021 12:00:00 AM,AS,N514AS,677,OMA,SEA,1440,1435,0.00,0.00,,195.00,1368.00,
2021,1,1,1/2/2021 12:00:00 AM,DL,N949AT,1299,ATL,OMA,2056,2054,0.00,0.00,,113.00,821.00,
2021,1,1,1/2/2021 12:00:00 AM,DL,N970AT,1464,OMA,ATL,0600,0555,0.00,0.00,,109.00,821.00,
2021,1,1,1/2/2021 12:00:00 AM,G4,277NV,577,AZA,OMA,1720,1734,14.00,0.00,,135.00,1026.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,G4,277NV,591,OMA,AZA,2130,2154,24.00,0.00,,135.00,1026.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,G4,285NV,843,PIE,OMA,0720,0731,11.00,0.00,,155.00,1188.00,
2021,1,1,1/2/2021 12:00:00 AM,G4,285NV,858,OMA,PIE,1014,1049,35.00,0.00,,156.00,1188.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,G4,317NV,45,LAS,GRI,0640,0645,5.00,0.00,,130.00,971.00,
2021,1,1,1/2/2021 12:00:00 AM,G4,317NV,46,GRI,LAS,1152,1202,10.00,0.00,,129.00,971.00,
2021,1,1,1/2/2021 12:00:00 AM,G4,327NV,2130,SFB,OMA,0842,0838,0.00,0.00,,153.00,1195.00,
2021,1,1,1/2/2021 12:00:00 AM,G4,327NV,2140,OMA,SFB,1144,1142,0.00,0.00,,157.00,1195.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N201NN,3559,OMA,DFW,1200,1147,0.00,0.00,,90.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N201NN,3570,DFW,OMA,0830,0826,0.00,0.00,,82.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N202NN,4030,OMA,DFW,0913,0910,0.00,0.00,,95.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N240NN,4172,DFW,OMA,1055,1053,0.00,0.00,,80.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N240NN,4172,OMA,DFW,1338,1332,0.00,0.00,,81.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N242NN,4136,DFW,OMA,1445,1449,4.00,0.00,,89.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N242NN,4136,OMA,DFW,1728,1719,0.00,0.00,,82.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N251NN,3725,DFW,OMA,2055,2054,0.00,0.00,,83.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N257NN,3714,OMA,DFW,0727,0717,0.00,0.00,,95.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N262NN,4178,DFW,OMA,1640,1653,13.00,0.00,,90.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N612AE,3742,DFW,GRI,1025,1024,0.00,0.00,,83.00,561.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N612AE,3742,GRI,DFW,1250,1244,0.00,0.00,,77.00,561.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N622AE,3907,GRI,DFW,0703,0700,0.00,0.00,,87.00,561.00,
2021,1,1,1/2/2021 12:00:00 AM,MQ,N928AE,3652,DFW,GRI,2050,2047,0.00,0.00,,85.00,561.00,
2021,1,1,1/2/2021 12:00:00 AM,OH,N589NN,5648,CLT,OMA,1829,1822,0.00,0.00,,125.00,913.00,
2021,1,1,1/2/2021 12:00:00 AM,OH,N596NN,5629,OMA,CLT,0626,0625,0.00,0.00,,133.00,913.00,
2021,1,1,1/2/2021 12:00:00 AM,OH,N614NN,5023,CLT,OMA,1301,1302,1.00,0.00,,132.00,913.00,
2021,1,1,1/2/2021 12:00:00 AM,OH,N614NN,5023,OMA,CLT,1526,1520,0.00,0.00,,122.00,913.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N120SY,4739,ORD,OMA,1950,1949,0.00,0.00,,62.00,416.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N260SY,3526,OMA,MSP,0745,0739,0.00,0.00,,52.00,282.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N261SY,3631,MSP,OMA,1556,1552,0.00,0.00,,46.00,282.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N261SY,3631,OMA,MSP,1758,1754,0.00,0.00,,55.00,282.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N261SY,3784,SLC,OMA,0935,0934,0.00,0.00,,110.00,840.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N261SY,3886,OMA,MSP,1344,1343,0.00,0.00,,53.00,282.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N289SY,3662,OMA,SLC,1859,1849,0.00,0.00,,122.00,840.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N289SY,3662,SLC,OMA,1401,1357,0.00,0.00,,106.00,840.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N294SY,3646,OMA,SLC,0820,0901,41.00,0.00,,122.00,840.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,OO,N295SY,4125,SLC,OMA,2041,2041,0.00,0.00,,111.00,840.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N297SY,3577,MSP,OMA,1040,1040,0.00,0.00,,49.00,282.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N297SY,3887,OMA,SLC,1250,1246,0.00,0.00,,126.00,840.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N302SY,3574,MSP,OMA,2105,2102,0.00,0.00,,44.00,282.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N430SW,5067,EAR,DEN,0640,0636,0.00,0.00,,50.00,305.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N430SW,5145,DEN,LBF,0750,0742,0.00,0.00,,38.00,228.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N430SW,5176,LBF,DEN,1025,1016,0.00,0.00,,40.00,228.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N440SW,5425,ORD,LNK,1445,1438,0.00,0.00,,65.00,466.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N452SW,5058,DEN,EAR,1810,1809,0.00,0.00,,49.00,305.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N457SW,5048,DEN,BFF,2010,1958,0.00,0.00,,27.00,150.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N457SW,5784,OMA,DEN,1145,1144,0.00,0.00,,71.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N594SW,4693,DEN,LNK,1000,0956,0.00,0.00,,61.00,423.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N594SW,5257,LNK,ORD,1500,1453,0.00,0.00,,84.00,466.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N603UX,5252,OMA,DEN,0943,0938,0.00,0.00,,69.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N620UX,4799,DEN,OMA,1125,1123,0.00,0.00,,65.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N620UX,5234,OMA,ORD,1500,1504,4.00,0.00,,73.00,416.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,OO,N630SK,3119,OMA,ORD,0545,0537,0.00,0.00,,83.00,416.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,OO,N728SK,3120,ORD,OMA,1905,1858,0.00,0.00,,62.00,416.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N740EV,3176,PHX,OMA,2019,2029,10.00,0.00,,135.00,1037.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N767SK,2995,OMA,ORD,1043,1038,0.00,0.00,,88.00,416.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N767SK,2995,ORD,OMA,0825,0821,0.00,0.00,,60.00,416.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N772SK,2962,OMA,PHX,0643,0640,0.00,0.00,,139.00,1037.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N778SK,2954,PHX,OMA,1034,1103,29.00,0.00,,131.00,1037.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,OO,N778SK,3216,OMA,PHX,1603,1558,0.00,0.00,,141.00,1037.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N889AS,5086,BFF,DEN,0715,0712,0.00,0.00,,31.00,150.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N909EV,5059,DEN,LBF,1820,1852,32.00,0.00,,37.00,228.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,OO,N929SW,4661,LNK,DEN,1215,1205,0.00,0.00,,66.00,423.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N960SW,5100,LBF,DEN,0615,0607,0.00,0.00,,36.00,228.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N960SW,5168,BFF,DEN,1715,1825,70.00,0.00,,33.00,150.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,OO,N960SW,5169,DEN,BFF,1540,1716,96.00,0.00,,30.00,150.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,OO,N965SW,5098,EAR,ORD,1135,1120,0.00,0.00,,96.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,OO,N965SW,5105,ORD,EAR,0850,0847,0.00,0.00,,79.00,583.00,
2021,1,1,1/2/2021 12:00:00 AM,UA,N821UA,416,DEN,OMA,1800,1752,0.00,0.00,,66.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,UA,N835UA,577,OMA,DEN,1750,1753,3.00,0.00,,73.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,UA,N835UA,756,DEN,OMA,1410,1401,0.00,0.00,,62.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N224WN,53,PHX,OMA,1835,1943,68.00,0.00,,126.00,1037.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,WN,N227WN,1710,HOU,OMA,2025,2025,0.00,0.00,,109.00,804.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N282WN,1785,OMA,DCA,1220,1216,0.00,0.00,,122.00,1012.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N282WN,1785,STL,OMA,1020,1035,15.00,0.00,,50.00,342.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N289CT,6757,OMA,DEN,1140,1149,9.00,0.00,,69.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N299WN,2100,DCA,OMA,1510,1512,2.00,0.00,,151.00,1012.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N299WN,2100,OMA,LAS,1745,1740,0.00,0.00,,142.00,1099.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N442WN,37,OMA,STL,0605,0558,0.00,0.00,,57.00,342.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N474WN,1927,OMA,MDW,0540,0539,0.00,0.00,,74.00,423.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,WN,N474WN,2368,LAS,OMA,1750,1749,0.00,0.00,,139.00,1099.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N484WN,2289,OMA,DEN,0650,0644,0.00,0.00,,67.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N569WN,2295,OMA,PHX,0805,0805,0.00,0.00,,139.00,1037.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N762SW,1086,OMA,MDW,1050,1056,6.00,0.00,,70.00,423.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N762SW,1825,MDW,OMA,0835,0826,0.00,0.00,,60.00,423.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N7852A,1634,DEN,OMA,1815,1814,0.00,0.00,,64.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N7864B,6981,DEN,OMA,1520,1605,45.00,0.00,,64.00,472.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,WN,N7880D,1677,DEN,OMA,1055,1102,7.00,0.00,,64.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N7880D,1678,OMA,DAL,1440,1435,0.00,0.00,,82.00,586.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N8555Z,1782,OMA,HOU,0725,0726,1.00,0.00,,125.00,804.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N8569Z,2302,MDW,OMA,1540,1631,51.00,0.00,,58.00,423.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,WN,N8569Z,2303,OMA,MDW,1815,1820,5.00,0.00,,68.00,423.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N8625A,1263,MDW,OMA,1950,1950,0.00,0.00,,60.00,423.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N923WN,2147,DAL,OMA,1645,1646,1.00,0.00,,85.00,586.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N923WN,2147,OMA,DEN,1855,1906,11.00,0.00,,70.00,472.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N953WN,1251,PHX,OMA,1220,1227,7.00,0.00,,133.00,1037.00,
2021,1,1,1/2/2021 12:00:00 AM,WN,N953WN,2288,OMA,PHX,1630,1638,8.00,0.00,,139.00,1037.00,
2021,1,1,1/2/2021 12:00:00 AM,YV,N82333,6179,IAH,OMA,1950,1955,5.00,0.00,,108.00,781.00,
2021,1,1,1/2/2021 12:00:00 AM,YV,N88310,6103,OMA,IAH,0610,0610,0.00,0.00,,131.00,781.00,
2021,1,1,1/2/2021 12:00:00 AM,YX,N216JQ,5661,ATL,OMA,1235,1233,0.00,0.00,,118.00,821.00,
2021,1,1,1/2/2021 12:00:00 AM,YX,N216JQ,5661,OMA,ATL,1450,1624,94.00,0.00,,117.00,821.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,YX,N420YX,4842,OMA,MIA,0630,0759,89.00,0.00,,187.00,1393.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,YX,N424YX,4729,MIA,OMA,1845,1843,0.00,0.00,,191.00,1393.00,
2021,1,1,1/2/2021 12:00:00 AM,YX,N635RW,3604,ORD,LNK,2000,0806,726.00,0.00,,71.00,466.00,708.00
2021,1,1,1/2/2021 12:00:00 AM,YX,N641RW,3500,ORD,OMA,1430,1426,0.00,0.00,,58.00,416.00,
2021,1,1,1/2/2021 12:00:00 AM,YX,N655RW,3655,LNK,ORD,0740,0733,0.00,0.00,,74.00,466.00,0.00
2021,1,1,1/2/2021 12:00:00 AM,YX,N740YX,3514,OMA,ORD,0810,0804,0.00,0.00,,71.00,416.00,
2021,1,1,1/3/2021 12:00:00 AM,9E,N292PQ,4696,OMA,DTW,0629,0622,0.00,0.00,,96.00,651.00,
